Date,Time,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
2008-10-13,11:08:00,1.392,0.068,241.3,5.6,0.0,0.0,18.0
2010-03-23,00:13:00,0.314,0.104,243.63,1.4,0.0,0.0,0.0
2009-12-16,01:04:00,0.346,0.134,247.86,1.4,0.0,0.0,1.0
2007-01-20,15:53:00,1.466,0.24,239.36,6.2,0.0,2.0,18.0
2007-03-18,19:43:00,2.642,0.428,236.73,11.2,1.0,3.0,17.0
2009-06-05,04:29:00,0.544,0.35,241.25,2.6,0.0,2.0,1.0
2010-05-31,00:06:00,0.27,0.12,244.1,1.2,0.0,0.0,1.0
2007-12-05,03:40:00,0.152,0.0,235.71,0.6,0.0,0.0,0.0
2008-12-10,02:03:00,1.314,0.048,240.81,5.4,0.0,0.0,19.0
2010-08-15,13:56:00,0.328,0.228,242.2,1.6,0.0,0.0,0.0
2008-06-05,12:17:00,0.342,0.108,239.05,1.6,0.0,0.0,1.0
2007-08-12,04:03:00,0.312,0.108,241.46,1.4,0.0,1.0,0.0
2009-08-26,06:55:00,3.24,0.148,238.77,13.8,0.0,0.0,19.0
2010-06-25,13:12:00,1.466,0.328,239.94,6.2,0.0,1.0,19.0
2008-09-15,17:26:00,1.628,0.0,238.47,6.8,0.0,0.0,18.0
2010-08-25,15:30:00,0.326,0.16,242.12,1.6,0.0,2.0,1.0
2007-01-27,07:36:00,0.618,0.0,241.73,2.6,0.0,0.0,0.0
2009-08-25,10:12:00,0.3,0.054,242.56,1.6,0.0,0.0,0.0
2007-07-31,06:22:00,0.102,0.0,236.09,0.4,0.0,0.0,0.0
2010-10-04,15:55:00,0.42,0.112,244.04,1.8,0.0,0.0,0.0
2007-02-04,12:14:00,1.272,0.0,240.48,5.2,0.0,0.0,18.0
2010-07-07,14:08:00,1.642,0.144,239.54,6.8,0.0,1.0,19.0
2007-11-10,15:11:00,0.422,0.19,239.9,1.8,0.0,0.0,0.0
2009-06-19,00:13:00,0.448,0.264,245.11,2.0,0.0,2.0,1.0
2008-07-05,11:30:00,0.464,0.0,241.46,2.2,0.0,0.0,0.0
2008-08-17,04:53:00,0.332,0.39,243.54,2.0,0.0,2.0,1.0
2009-04-20,16:16:00,0.26,0.0,244.31,1.0,0.0,0.0,1.0
2008-12-12,17:31:00,2.902,0.076,238.07,12.2,0.0,0.0,17.0
2009-11-04,17:04:00,0.572,0.422,243.44,3.0,0.0,0.0,0.0
2008-03-12,21:37:00,1.536,0.226,241.42,6.4,0.0,0.0,0.0
2009-04-25,01:36:00,1.562,0.236,239.34,6.6,0.0,1.0,18.0
2010-12-03,11:35:00,1.408,0.104,242.58,5.8,0.0,1.0,18.0
2007-11-05,03:22:00,0.11,0.0,236.76,0.6,0.0,0.0,0.0
2007-08-19,07:41:00,1.266,0.122,240.78,5.2,0.0,0.0,18.0
2010-06-29,08:58:00,1.402,0.178,237.14,5.8,1.0,1.0,18.0
2008-06-01,10:08:00,0.496,0.09,239.29,2.2,0.0,0.0,0.0
2009-07-07,23:25:00,0.406,0.17,245.9,1.8,0.0,0.0,0.0
2008-11-02,15:12:00,0.244,0.0,246.23,1.0,0.0,0.0,0.0
2010-05-06,20:27:00,1.456,0.242,242.57,6.0,1.0,1.0,19.0
2009-01-10,00:28:00,0.306,0.242,244.35,1.6,0.0,1.0,0.0
2007-02-11,00:28:00,0.268,0.0,242.33,1.2,0.0,0.0,0.0
2008-10-15,01:12:00,0.296,0.0,242.32,1.2,0.0,0.0,1.0
2008-11-23,09:39:00,1.358,0.072,240.88,5.6,0.0,0.0,18.0
2007-03-02,00:26:00,3.776,0.094,238.97,15.8,0.0,0.0,18.0
2010-09-10,14:37:00,1.076,0.612,242.03,5.0,0.0,1.0,1.0
2010-06-29,00:17:00,0.972,0.176,241.64,4.0,0.0,1.0,1.0
2007-05-21,09:42:00,1.25,0.0,231.69,5.4,0.0,0.0,16.0
2007-01-03,08:06:00,0.32,0.114,239.45,1.4,0.0,0.0,0.0
2008-10-14,09:21:00,1.47,0.18,238.35,6.2,0.0,0.0,18.0
2008-07-10,07:44:00,2.948,0.05,232.86,12.8,0.0,0.0,17.0
2010-09-20,18:11:00,0.406,0.204,241.9,1.8,0.0,1.0,1.0
2008-12-13,08:34:00,2.752,0.1,237.7,11.6,0.0,0.0,17.0
2007-08-24,16:02:00,0.46,0.37,243.62,2.4,0.0,1.0,0.0
2009-02-12,21:05:00,1.154,0.0,241.45,4.8,0.0,0.0,1.0
2009-02-06,06:32:00,0.288,0.098,241.68,1.4,0.0,0.0,1.0
2010-09-03,05:05:00,0.368,0.14,248.14,1.6,0.0,0.0,1.0
2010-03-05,04:12:00,0.324,0.074,240.42,1.4,0.0,1.0,1.0
2010-04-28,20:46:00,2.094,0.184,242.13,8.6,0.0,1.0,19.0
2008-02-08,21:10:00,0.724,0.072,235.26,3.2,0.0,0.0,9.0
2007-04-05,03:19:00,0.22,0.104,238.08,1.0,0.0,0.0,0.0
2007-06-14,13:05:00,0.112,0.0,238.52,0.4,0.0,0.0,0.0
2010-02-08,19:01:00,0.244,0.108,240.02,1.0,0.0,1.0,0.0
2008-01-11,12:04:00,0.604,0.194,239.33,2.8,0.0,1.0,0.0
2008-04-17,14:55:00,0.262,0.0,245.16,1.0,0.0,0.0,1.0
2007-07-01,09:14:00,0.244,0.05,243.78,1.0,0.0,0.0,0.0
2009-12-03,12:56:00,1.382,0.048,241.6,5.6,0.0,0.0,18.0
2007-05-25,18:12:00,1.23,0.048,233.98,5.2,0.0,0.0,17.0
2010-10-07,19:48:00,0.536,0.272,242.46,2.4,0.0,0.0,1.0
2007-08-01,05:10:00,1.418,0.22,238.18,6.0,0.0,0.0,18.0
2010-04-28,01:03:00,0.246,0.0,245.02,1.0,0.0,0.0,1.0
2008-02-25,06:18:00,0.212,0.0,239.78,0.8,0.0,0.0,0.0
2010-05-09,00:02:00,1.618,0.414,241.27,6.8,0.0,1.0,13.0
2010-09-22,09:06:00,3.5,0.0,236.17,14.8,37.0,0.0,18.0
2010-08-15,20:55:00,2.002,0.0,236.98,8.8,0.0,0.0,1.0
2010-06-26,19:38:00,0.936,0.318,242.07,4.0,0.0,1.0,12.0
2010-03-27,15:35:00,1.384,0.094,238.81,5.8,0.0,0.0,18.0
2010-11-13,23:11:00,1.634,0.088,238.81,6.8,0.0,0.0,17.0
2009-04-11,18:59:00,3.03,0.3,238.79,12.6,0.0,0.0,18.0
2008-07-09,16:00:00,1.674,0.228,240.13,7.0,1.0,5.0,19.0
2010-07-08,17:19:00,0.24,0.112,242.22,1.0,0.0,2.0,1.0
2007-04-07,15:00:00,0.302,0.21,242.64,1.4,0.0,2.0,0.0
2009-01-07,03:57:00,0.29,0.128,242.98,1.2,0.0,0.0,1.0
2007-07-26,15:07:00,0.222,0.11,234.97,1.0,0.0,0.0,0.0
2010-10-25,04:21:00,0.376,0.106,246.3,1.6,0.0,0.0,1.0
2007-03-03,19:46:00,1.218,0.12,236.68,5.2,0.0,0.0,0.0
2007-01-21,10:12:00,3.468,0.086,236.45,14.6,0.0,0.0,17.0
2008-04-26,12:04:00,0.5,0.234,242.31,2.2,0.0,2.0,1.0
2010-03-18,08:10:00,1.748,0.1,240.48,7.2,0.0,0.0,19.0
2008-06-13,00:25:00,0.24,0.082,239.47,1.0,0.0,0.0,1.0
2007-04-09,20:08:00,1.952,0.302,237.89,8.2,0.0,1.0,18.0
2009-06-07,19:12:00,1.344,0.224,237.6,5.6,0.0,1.0,17.0
2007-04-18,11:33:00,0.238,0.1,240.62,1.0,0.0,0.0,0.0
2007-11-06,11:16:00,0.272,0.224,238.88,1.4,0.0,0.0,0.0
2008-02-17,23:45:00,0.246,0.0,244.97,1.0,0.0,0.0,0.0
2009-11-08,12:22:00,0.328,0.284,243.81,1.8,0.0,1.0,1.0
2007-09-16,01:26:00,0.182,0.1,242.29,0.8,0.0,0.0,0.0
2009-08-12,17:31:00,1.592,0.204,243.42,6.6,0.0,2.0,1.0
2007-06-07,11:44:00,0.126,0.0,239.11,0.6,0.0,0.0,0.0
2009-02-11,02:06:00,0.306,0.062,242.55,1.2,0.0,0.0,1.0
2010-02-18,02:50:00,0.25,0.052,245.4,1.0,0.0,0.0,0.0
2008-06-06,02:15:00,0.204,0.0,239.56,1.0,0.0,0.0,1.0
2007-04-17,16:22:00,0.164,0.0,242.25,0.8,0.0,0.0,0.0
2010-11-10,10:37:00,0.33,0.066,242.15,1.4,0.0,1.0,0.0
2006-12-20,03:07:00,0.21,0.0,246.77,0.8,0.0,0.0,0.0
2007-10-26,10:19:00,1.574,0.07,237.62,6.6,0.0,0.0,17.0
2009-12-17,19:39:00,2.968,0.062,247.41,12.0,0.0,0.0,20.0
2007-06-22,23:48:00,0.126,0.0,245.1,0.6,0.0,0.0,0.0
2009-09-30,11:36:00,0.354,0.252,240.01,1.8,0.0,2.0,0.0
2009-12-31,10:05:00,1.906,0.102,239.78,7.8,0.0,0.0,18.0
2010-12-08,22:44:00,0.244,0.108,241.19,1.0,0.0,2.0,0.0
2009-01-26,00:46:00,0.314,0.096,244.03,1.4,0.0,0.0,0.0
2009-05-11,19:41:00,2.9,0.312,238.33,12.2,0.0,0.0,18.0
2007-08-10,11:49:00,0.39,0.084,236.94,1.6,0.0,1.0,0.0
2010-01-18,23:42:00,0.778,0.236,245.33,3.2,0.0,0.0,1.0
2008-11-10,00:25:00,0.444,0.12,240.7,1.8,0.0,0.0,0.0
2010-08-28,01:32:00,0.348,0.216,243.48,1.6,0.0,0.0,1.0
2010-06-06,02:02:00,0.44,0.374,243.11,2.4,1.0,2.0,0.0
2007-03-18,16:46:00,0.376,0.0,241.51,1.6,0.0,0.0,0.0
2010-04-23,07:02:00,0.624,0.094,242.33,2.6,0.0,0.0,1.0
2010-01-10,18:05:00,0.92,0.288,239.41,4.0,0.0,1.0,11.0
2010-02-09,14:20:00,1.876,0.326,238.16,8.0,0.0,1.0,27.0
2007-09-22,10:28:00,1.278,0.056,239.48,5.2,0.0,2.0,18.0
2010-01-07,04:24:00,1.004,0.264,239.47,4.4,0.0,1.0,13.0
2008-03-31,20:49:00,1.926,0.176,237.15,8.2,2.0,0.0,0.0
2009-01-13,07:59:00,2.222,0.0,242.11,9.2,2.0,0.0,17.0
2007-05-26,16:09:00,3.128,0.276,233.75,13.8,30.0,1.0,16.0
2010-06-04,09:21:00,1.848,0.198,239.62,7.6,0.0,1.0,18.0
2007-08-19,08:10:00,1.268,0.118,239.55,5.2,0.0,0.0,18.0
2007-02-21,20:50:00,2.566,0.384,237.93,11.0,1.0,2.0,9.0
2009-08-05,22:08:00,1.7,0.124,237.96,7.2,0.0,0.0,18.0
2008-07-26,07:42:00,2.088,0.27,236.1,8.8,0.0,2.0,29.0
2007-01-16,16:34:00,1.992,0.0,243.73,8.0,0.0,0.0,18.0
2009-01-20,13:25:00,1.652,0.0,242.04,6.8,0.0,0.0,18.0
2009-02-24,16:43:00,1.316,0.0,243.87,5.4,0.0,0.0,18.0
2008-12-29,03:54:00,0.388,0.214,246.44,1.8,0.0,0.0,0.0
2008-09-02,22:24:00,1.586,0.0,241.41,6.6,1.0,0.0,0.0
2007-12-23,21:44:00,1.69,0.102,241.77,7.0,0.0,0.0,18.0
2008-12-16,05:18:00,0.35,0.074,246.2,1.4,0.0,0.0,0.0
2009-02-18,12:56:00,1.378,0.07,241.04,5.6,0.0,0.0,18.0
2009-05-31,15:33:00,0.892,0.272,242.14,3.8,0.0,0.0,12.0
2009-08-23,11:43:00,0.372,0.356,241.27,2.0,0.0,1.0,1.0
2007-02-03,21:20:00,0.214,0.0,239.6,0.8,0.0,0.0,0.0
2008-12-18,01:56:00,0.334,0.074,244.05,1.4,0.0,1.0,0.0
2007-03-14,18:27:00,0.326,0.114,239.34,1.4,0.0,0.0,0.0
2007-09-05,21:55:00,2.618,0.186,234.93,11.2,1.0,0.0,17.0
2009-08-04,17:07:00,1.64,0.126,242.84,6.8,0.0,1.0,19.0
2009-03-29,01:42:00,1.362,0.092,241.66,5.6,0.0,0.0,0.0
2010-06-13,17:48:00,4.086,0.15,238.62,17.0,0.0,38.0,19.0
2009-05-31,15:30:00,0.89,0.276,241.78,3.8,0.0,0.0,12.0
2009-10-14,05:49:00,0.388,0.218,239.49,1.8,0.0,2.0,1.0
2009-12-20,03:54:00,0.332,0.124,248.74,1.4,0.0,0.0,0.0
2008-08-11,14:43:00,0.404,0.046,241.76,1.6,0.0,0.0,0.0
2009-08-05,21:31:00,2.41,0.096,236.79,10.2,0.0,0.0,18.0
2008-09-22,00:45:00,0.318,0.118,242.24,1.4,0.0,0.0,1.0
2009-08-01,17:17:00,0.438,0.192,242.49,2.0,0.0,0.0,0.0
2008-03-17,13:39:00,0.35,0.102,241.37,1.6,0.0,1.0,0.0
2010-10-25,03:31:00,0.274,0.0,244.83,1.2,0.0,0.0,1.0
2009-02-21,02:41:00,1.778,0.34,243.27,7.4,0.0,0.0,0.0
2009-11-08,06:08:00,1.004,0.292,240.69,4.2,0.0,0.0,13.0
2008-03-15,17:09:00,0.706,0.394,240.3,3.4,0.0,1.0,0.0
2010-12-02,14:04:00,1.356,0.05,242.35,5.6,0.0,0.0,18.0
2007-10-20,00:52:00,0.482,0.0,243.45,2.0,0.0,0.0,0.0
2010-02-28,04:18:00,0.436,0.0,244.04,1.8,0.0,0.0,1.0
2010-02-13,10:01:00,1.32,0.0,234.51,5.6,0.0,0.0,17.0
2010-01-23,18:36:00,5.59,0.558,235.3,24.0,0.0,40.0,24.0
2009-07-15,16:38:00,0.232,0.094,243.93,1.0,0.0,1.0,1.0
2010-07-09,08:16:00,1.382,0.048,237.65,5.8,0.0,0.0,17.0
2008-04-02,23:30:00,0.352,0.068,245.69,1.4,0.0,0.0,0.0
2008-08-11,03:05:00,0.368,0.072,243.28,1.6,0.0,2.0,0.0
2010-04-27,11:41:00,1.446,0.108,240.84,6.0,0.0,0.0,18.0
2009-07-31,05:03:00,0.422,0.238,241.58,2.0,0.0,1.0,1.0
2009-06-08,20:41:00,0.214,0.122,240.39,1.0,0.0,1.0,1.0
2009-05-28,15:49:00,0.274,0.0,229.26,1.2,0.0,0.0,0.0
2007-08-02,09:02:00,1.34,0.072,238.85,5.6,0.0,0.0,17.0
2007-05-12,23:17:00,0.496,0.132,245.55,2.2,0.0,0.0,0.0
2009-08-31,14:40:00,1.29,0.068,234.89,5.4,0.0,1.0,18.0
2010-11-18,01:25:00,0.406,0.236,242.08,1.8,0.0,0.0,0.0
2010-04-13,01:28:00,0.326,0.098,242.58,1.4,0.0,0.0,1.0
2006-12-29,00:15:00,0.252,0.05,247.65,1.0,0.0,0.0,0.0
2008-05-25,19:00:00,3.156,0.318,237.03,13.4,38.0,0.0,1.0
2009-02-03,15:01:00,0.588,0.102,243.88,2.8,0.0,0.0,0.0
2009-06-08,03:56:00,0.636,0.298,239.88,3.2,0.0,2.0,6.0
2007-11-25,09:17:00,0.218,0.0,240.37,1.0,0.0,0.0,0.0
2008-11-05,08:03:00,0.388,0.348,239.09,2.2,0.0,1.0,1.0
2007-10-03,03:50:00,0.296,0.084,242.3,1.2,0.0,0.0,0.0
2007-03-24,04:29:00,0.208,0.0,243.49,0.8,0.0,0.0,0.0
2009-10-24,22:15:00,3.016,0.194,240.25,12.4,0.0,0.0,18.0
2009-06-23,19:44:00,0.756,0.396,237.26,3.6,0.0,3.0,0.0
2009-07-10,22:42:00,0.894,0.262,245.49,3.8,0.0,2.0,1.0
2007-01-30,22:49:00,3.144,0.072,242.09,13.0,0.0,39.0,0.0
2008-12-22,09:34:00,1.816,0.086,243.13,7.4,0.0,0.0,18.0
2008-02-14,05:57:00,1.328,0.0,241.96,5.4,0.0,0.0,18.0
2009-10-05,22:20:00,0.654,0.326,241.72,3.0,1.0,0.0,1.0
2009-06-26,04:46:00,0.138,0.0,243.28,0.6,0.0,0.0,1.0
2009-06-26,04:16:00,0.138,0.0,242.85,0.6,0.0,0.0,1.0
2009-07-10,11:23:00,1.648,0.0,239.48,6.8,0.0,0.0,18.0
2007-11-24,03:59:00,0.34,0.118,245.27,1.4,0.0,0.0,0.0
2010-06-27,00:45:00,0.85,0.24,240.77,3.8,0.0,0.0,11.0
2007-08-28,18:19:00,0.666,0.216,239.99,3.0,0.0,0.0,0.0
2008-01-17,03:59:00,0.5,0.21,244.16,2.2,0.0,1.0,0.0
2009-03-31,15:11:00,1.55,0.102,241.98,6.4,1.0,0.0,18.0
2007-04-07,18:36:00,0.24,0.112,244.15,1.0,0.0,1.0,0.0
2010-12-09,01:31:00,1.758,0.176,239.7,7.4,0.0,1.0,0.0
2007-05-28,03:54:00,0.5,0.284,238.27,2.4,0.0,1.0,0.0
2008-01-14,12:03:00,1.6,0.166,239.24,6.8,0.0,1.0,18.0
2008-08-22,04:57:00,0.08,0.0,240.42,0.2,0.0,0.0,0.0
2010-01-29,09:42:00,1.818,0.094,242.58,7.4,0.0,0.0,19.0
2007-09-01,08:52:00,1.41,0.116,240.37,5.8,2.0,0.0,18.0
2007-05-29,04:14:00,0.308,0.064,236.57,1.2,0.0,1.0,0.0
2008-02-07,00:24:00,0.208,0.098,242.44,0.8,0.0,0.0,0.0
2010-05-20,01:06:00,0.308,0.046,244.9,1.4,0.0,0.0,1.0
2007-05-03,20:41:00,3.366,0.484,235.62,14.6,1.0,33.0,0.0
2009-03-31,19:53:00,0.916,0.194,242.55,3.8,0.0,2.0,0.0
2007-05-07,10:33:00,0.262,0.194,239.34,1.4,0.0,1.0,0.0
2009-05-15,19:23:00,1.492,0.05,240.59,6.2,0.0,0.0,18.0
2006-12-25,15:45:00,0.904,0.262,246.22,3.8,0.0,2.0,0.0
2010-10-06,22:09:00,0.64,0.0,240.43,2.6,0.0,0.0,1.0
2009-03-23,00:51:00,0.386,0.0,244.29,1.6,0.0,0.0,0.0
2007-05-22,13:23:00,0.384,0.186,235.23,1.8,0.0,1.0,0.0
2008-10-13,06:40:00,1.564,0.1,240.69,6.4,0.0,0.0,19.0
2010-11-26,02:46:00,0.224,0.056,243.99,1.0,0.0,0.0,0.0
2008-02-03,09:46:00,1.38,0.0,240.93,6.0,0.0,0.0,12.0
2010-11-13,22:04:00,1.72,0.0,237.28,7.2,0.0,0.0,18.0
2008-03-07,05:31:00,0.314,0.256,240.86,1.6,0.0,1.0,1.0
2008-04-12,12:43:00,1.372,0.06,244.65,5.6,0.0,0.0,19.0
2007-06-28,16:33:00,0.156,0.0,240.2,0.8,0.0,0.0,0.0
2007-11-04,02:53:00,0.472,0.346,241.27,2.4,0.0,1.0,0.0
2010-04-28,00:06:00,0.324,0.092,245.8,1.4,0.0,1.0,1.0
2007-11-20,05:19:00,0.222,0.0,242.95,1.0,0.0,0.0,0.0
2010-08-08,12:34:00,0.228,0.09,240.35,1.0,0.0,0.0,0.0
2009-02-25,23:42:00,0.398,0.228,245.61,1.8,0.0,0.0,0.0
2009-01-12,16:34:00,1.112,0.0,245.14,4.6,0.0,0.0,1.0
2009-06-25,09:04:00,0.23,0.106,239.83,1.0,0.0,0.0,1.0
2009-10-12,08:48:00,2.19,0.302,239.01,9.2,0.0,0.0,23.0
2007-12-21,03:32:00,0.328,0.116,247.48,1.4,0.0,0.0,0.0
2008-07-04,00:58:00,0.262,0.0,243.81,1.0,0.0,0.0,1.0
2009-11-02,11:09:00,1.754,0.126,241.06,7.4,0.0,0.0,18.0
2009-04-27,18:04:00,0.63,0.0,238.12,2.6,0.0,0.0,1.0
2007-05-12,10:29:00,1.3,0.0,241.14,5.4,0.0,0.0,18.0
2009-02-10,03:19:00,1.626,0.316,239.06,7.0,0.0,1.0,11.0
2007-10-31,06:28:00,0.212,0.0,241.84,0.8,0.0,0.0,0.0
2010-01-19,03:40:00,0.398,0.236,246.76,1.8,0.0,1.0,1.0
2010-03-31,23:33:00,0.512,0.326,243.8,2.4,0.0,1.0,1.0
2010-11-15,07:02:00,1.828,0.0,240.71,7.6,0.0,0.0,18.0
2008-02-02,09:33:00,1.422,0.0,240.34,5.8,0.0,0.0,18.0
2010-07-17,21:04:00,1.68,0.364,238.06,7.8,0.0,0.0,12.0
2009-07-19,12:08:00,1.188,0.0,240.72,4.8,0.0,0.0,18.0
2007-11-24,07:33:00,0.41,0.11,244.21,1.6,0.0,0.0,0.0
2008-04-30,12:12:00,0.334,0.092,244.6,1.4,0.0,0.0,1.0
2007-11-14,18:09:00,1.164,0.094,237.31,4.8,0.0,2.0,0.0
2007-10-30,20:49:00,0.202,0.0,239.09,0.8,0.0,0.0,0.0
2010-12-05,16:46:00,1.434,0.092,242.36,5.8,0.0,0.0,18.0
2007-04-03,12:19:00,0.218,0.0,242.91,0.8,0.0,0.0,0.0
2010-02-27,10:13:00,2.266,0.048,240.99,9.8,0.0,0.0,19.0
2007-09-16,07:09:00,0.194,0.118,241.31,0.8,0.0,1.0,0.0
2006-12-19,20:39:00,2.17,0.296,243.94,9.4,0.0,26.0,0.0
2008-10-02,03:02:00,0.302,0.062,245.7,1.2,0.0,0.0,0.0
2008-09-29,20:12:00,1.362,0.134,237.69,5.8,0.0,0.0,0.0
2009-09-03,18:49:00,0.676,0.0,240.61,3.0,0.0,0.0,0.0
2007-10-07,17:49:00,0.202,0.108,241.01,1.0,0.0,1.0,0.0
2009-10-05,20:29:00,1.444,0.186,240.34,6.6,0.0,1.0,0.0
2010-11-03,23:43:00,2.262,0.2,241.27,9.4,0.0,0.0,19.0
2009-09-25,16:03:00,0.212,0.124,245.14,1.0,0.0,2.0,0.0
2007-05-31,01:28:00,0.272,0.0,235.04,1.2,0.0,0.0,0.0
2007-11-19,00:24:00,0.226,0.0,246.03,1.0,0.0,0.0,0.0
2007-11-23,20:30:00,2.006,0.228,239.14,8.4,0.0,1.0,0.0
2008-06-04,07:28:00,0.264,0.0,242.54,1.0,0.0,0.0,1.0
2007-09-01,21:37:00,1.892,0.16,237.61,8.0,0.0,3.0,0.0
2007-08-31,11:14:00,1.232,0.08,239.2,5.0,0.0,0.0,17.0
2008-05-06,03:10:00,0.282,0.1,234.99,1.2,0.0,0.0,0.0
2010-10-15,16:51:00,0.414,0.066,243.51,1.6,0.0,1.0,1.0
2008-09-25,10:39:00,1.27,0.074,239.17,5.2,0.0,0.0,18.0
2009-12-09,19:59:00,3.442,0.64,238.61,15.2,15.0,1.0,29.0
2007-11-11,20:44:00,2.22,0.16,238.59,9.4,0.0,0.0,0.0
2007-07-27,04:28:00,0.228,0.104,237.28,1.0,0.0,0.0,0.0
2009-06-25,14:26:00,0.136,0.0,240.51,0.6,0.0,0.0,0.0
2010-06-26,06:21:00,0.16,0.0,244.59,0.6,0.0,0.0,1.0
2008-06-16,02:24:00,0.344,0.254,241.09,1.8,0.0,0.0,0.0
2009-05-22,21:20:00,0.778,0.0,242.66,3.2,0.0,0.0,0.0
2007-04-06,01:07:00,0.476,0.148,237.63,2.0,0.0,4.0,0.0
2009-03-17,12:24:00,1.404,0.136,242.1,5.8,0.0,0.0,18.0
2010-07-05,02:25:00,0.35,0.064,238.92,1.4,0.0,0.0,1.0
2009-11-07,11:22:00,0.422,0.184,242.32,1.8,0.0,0.0,1.0
2010-09-06,13:08:00,0.872,0.172,242.41,3.6,0.0,0.0,13.0
2009-06-03,16:47:00,1.322,0.054,240.34,5.4,0.0,0.0,17.0
2010-09-02,10:30:00,1.434,0.086,244.95,5.8,0.0,2.0,19.0
2008-04-23,16:17:00,0.352,0.13,244.46,1.4,0.0,0.0,0.0
2006-12-22,10:10:00,1.274,0.0,240.52,5.2,0.0,0.0,18.0
2009-05-13,12:01:00,1.432,0.068,238.49,6.0,0.0,1.0,19.0
2009-12-03,22:20:00,0.366,0.0,243.34,1.4,0.0,0.0,0.0
2008-01-02,09:12:00,0.416,0.088,239.12,1.8,0.0,0.0,0.0
2010-03-03,20:37:00,1.374,0.07,236.1,5.8,0.0,2.0,18.0
2008-07-16,15:28:00,0.192,0.0,240.98,0.8,0.0,0.0,1.0
2008-11-13,03:41:00,0.354,0.072,242.83,1.6,0.0,1.0,0.0
2009-10-19,06:38:00,0.248,0.0,244.01,1.0,0.0,0.0,0.0
2009-11-07,04:23:00,0.256,0.11,243.81,1.2,0.0,0.0,0.0
2007-08-09,20:48:00,2.686,0.226,234.91,11.4,0.0,0.0,17.0
2009-07-29,02:20:00,0.458,0.244,243.64,2.2,0.0,2.0,0.0
2010-11-16,11:52:00,0.32,0.054,242.14,1.4,0.0,0.0,0.0
2008-05-25,09:51:00,0.77,0.262,240.51,3.4,0.0,1.0,1.0
2007-01-05,19:42:00,1.776,0.214,234.21,7.6,0.0,0.0,17.0
2010-01-24,16:52:00,1.442,0.0,240.05,6.0,0.0,0.0,0.0
2007-06-16,18:39:00,2.388,0.378,237.96,10.0,0.0,2.0,18.0
2009-08-15,16:40:00,1.814,0.684,239.53,8.0,1.0,0.0,18.0
2008-03-20,17:23:00,0.332,0.1,241.67,1.4,0.0,0.0,0.0
2009-03-04,23:07:00,0.384,0.112,247.84,1.6,0.0,0.0,0.0
2009-11-20,16:39:00,1.354,0.086,241.56,5.6,0.0,0.0,0.0
2009-05-30,21:29:00,0.36,0.248,241.66,1.8,0.0,1.0,0.0
2009-07-12,12:42:00,1.404,0.08,241.2,5.8,0.0,0.0,18.0
2009-11-11,20:24:00,2.618,0.07,241.47,10.8,0.0,1.0,18.0
2008-02-16,23:15:00,2.864,0.0,240.4,12.0,0.0,0.0,17.0
2007-03-06,07:50:00,0.218,0.0,234.94,1.0,0.0,0.0,0.0
2007-03-18,20:05:00,1.074,0.072,236.9,4.6,0.0,2.0,0.0
2009-05-16,04:01:00,0.148,0.0,242.3,0.6,0.0,0.0,1.0
2010-09-20,00:30:00,0.236,0.088,244.35,1.0,0.0,2.0,0.0
2008-02-25,21:05:00,0.212,0.0,238.95,0.8,0.0,0.0,0.0
2008-07-24,13:54:00,0.268,0.0,241.03,1.0,0.0,0.0,1.0
2007-03-19,16:36:00,1.676,0.052,242.64,6.8,0.0,0.0,18.0
2009-11-09,11:07:00,1.196,0.0,240.0,5.0,0.0,0.0,19.0
2007-12-19,00:50:00,0.392,0.21,245.38,1.8,0.0,0.0,0.0
2007-10-01,15:52:00,0.616,0.126,242.8,2.6,0.0,1.0,0.0
2007-07-06,20:46:00,0.872,0.204,236.4,3.8,2.0,1.0,0.0
2009-03-10,11:45:00,0.27,0.122,241.12,1.2,0.0,2.0,1.0
2010-03-07,07:07:00,1.418,0.2,238.83,6.0,0.0,1.0,19.0
2010-05-22,16:34:00,1.702,0.198,239.22,7.2,0.0,0.0,18.0
2009-11-10,15:42:00,0.384,0.196,242.39,1.6,0.0,0.0,0.0
2010-04-29,00:18:00,1.59,0.098,240.86,6.6,0.0,0.0,18.0
2008-11-09,23:22:00,0.338,0.116,243.62,1.4,0.0,0.0,0.0
2007-06-13,12:42:00,0.288,0.128,243.26,1.2,0.0,1.0,0.0
2010-05-13,05:33:00,0.26,0.0,245.37,1.0,0.0,0.0,0.0
2010-05-22,15:29:00,2.038,0.504,239.77,8.8,0.0,1.0,18.0
2009-03-12,20:16:00,2.604,0.148,242.95,10.8,0.0,1.0,19.0
2008-07-09,11:12:00,0.178,0.0,241.84,0.8,0.0,0.0,1.0
2009-03-17,12:09:00,1.388,0.13,240.73,5.8,0.0,0.0,18.0
2008-05-15,23:30:00,0.364,0.156,245.52,1.6,0.0,0.0,1.0
2008-09-14,07:12:00,0.18,0.0,242.12,0.8,0.0,0.0,1.0
2010-03-29,10:40:00,1.446,0.202,238.48,6.0,0.0,1.0,18.0
2008-07-17,16:56:00,0.568,0.238,241.0,2.8,0.0,2.0,0.0
2010-04-20,18:39:00,1.022,0.058,240.94,4.2,0.0,1.0,1.0
