Global_active_power,Global_reactive_power,Voltage,Sub_metering_2,Sub_metering_3,Energy_consumption,day,month,hour,min
0.522,0.082,244.0,0.0,0.0,8.7,11.0,3.0,6.0,24
0.224,0.102,235.8,0.0,0.0,3.7333333333333334,5.0,5.0,6.0,4
0.708,0.096,238.41,0.0,1.0,10.8,7.0,8.0,11.0,23
0.314,0.246,242.06,2.0,0.0,3.2333333333333334,27.0,6.0,17.0,57
0.548,0.236,241.98,0.0,0.0,9.133333333333333,16.0,6.0,17.0,21
1.678,0.148,240.56,4.0,18.0,5.966666666666665,30.0,5.0,13.0,22
0.222,0.0,242.03,0.0,0.0,3.7,2.0,5.0,23.0,6
2.53,0.152,233.14999999999998,0.0,0.0,20.05,11.0,12.0,18.0,15
0.67,0.312,245.18,1.0,0.0,10.166666666666666,2.0,9.0,15.0,54
1.218,0.058,243.03,0.0,1.0,19.3,16.0,6.0,21.0,3
0.202,0.0,245.42,0.0,0.0,3.3666666666666667,13.0,9.0,23.0,52
1.054,0.342,241.55,0.0,12.0,5.566666666666666,31.0,8.0,19.0,8
0.38,0.112,242.04,0.0,0.0,6.333333333333333,3.0,9.0,18.0,2
0.364,0.284,242.54,1.0,1.0,4.066666666666666,25.0,5.0,4.0,51
0.238,0.12,239.29,0.0,1.0,2.966666666666667,29.0,6.0,17.0,33
0.206,0.06,235.2,0.0,0.0,3.433333333333333,31.0,5.0,5.0,10
2.758,0.198,243.47,0.0,18.0,20.05,23.0,11.0,6.0,42
1.356,0.0,242.28,0.0,18.0,4.600000000000001,29.0,1.0,14.0,54
0.744,0.106,242.86,0.0,1.0,11.4,15.0,10.0,14.0,24
0.21,0.0,241.82,0.0,1.0,2.5,6.0,9.0,15.0,33
0.42,0.136,244.64,0.0,0.0,7.0,3.0,2.0,0.0,18
0.302,0.074,242.76,0.0,0.0,5.033333333333333,31.0,10.0,4.0,52
0.442,0.212,243.43,1.0,0.0,6.366666666666666,7.0,8.0,20.0,18
0.372,0.236,244.21,2.0,1.0,3.2,26.0,8.0,23.0,8
1.672,0.192,234.93,1.0,17.0,8.866666666666667,27.0,4.0,21.0,9
0.342,0.0,247.24,0.0,0.0,5.7,1.0,5.0,22.0,46
0.258,0.046,242.54,0.0,0.0,4.3,16.0,4.0,6.0,0
2.442,0.152,244.43,5.0,19.0,12.700000000000003,12.0,2.0,16.0,9
0.656,0.186,243.23,0.0,0.0,10.933333333333334,3.0,2.0,17.0,2
0.192,0.122,235.47,0.0,0.0,3.2,8.0,5.0,22.0,16
0.162,0.0,244.02,0.0,1.0,1.7000000000000002,8.0,4.0,22.0,10
2.136,0.138,238.58,0.0,18.0,17.6,24.0,11.0,21.0,38
0.34,0.122,243.22,0.0,0.0,5.666666666666667,26.0,3.0,5.0,21
0.234,0.12,243.68,0.0,0.0,3.9,9.0,11.0,3.0,38
0.482,0.058,241.21,0.0,0.0,7.033333333333333,30.0,5.0,16.0,46
2.272,0.0,238.98,0.0,17.0,20.05,14.0,2.0,7.0,33
0.432,0.046,245.34,0.0,0.0,7.2,11.0,1.0,3.0,35
0.434,0.174,237.41,2.0,0.0,5.233333333333333,19.0,5.0,23.0,1
1.028,0.066,237.9,0.0,0.0,17.133333333333333,25.0,1.0,18.0,43
0.26,0.118,240.26,0.0,1.0,3.333333333333333,23.0,7.0,4.0,24
1.578,0.08,239.76,1.0,18.0,7.300000000000001,27.0,4.0,18.0,37
2.7,0.142,237.6,2.0,28.0,15.0,10.0,4.0,15.0,19
0.382,0.182,245.0,1.0,1.0,4.366666666666666,25.0,5.0,0.0,4
0.738,0.0,243.32,0.0,0.0,12.3,16.0,3.0,2.0,17
0.338,0.256,241.52,1.0,1.0,3.6333333333333337,19.0,7.0,5.0,52
1.304,0.198,238.56,1.0,17.0,3.7333333333333343,21.0,6.0,8.0,20
0.21,0.108,242.27,0.0,1.0,2.5,8.0,1.0,12.0,57
0.178,0.152,240.79,0.0,0.0,2.966666666666667,13.0,8.0,16.0,45
1.308,0.0,243.05,0.0,18.0,3.8000000000000007,4.0,2.0,1.0,17
1.372,0.064,238.77,0.0,18.0,4.866666666666667,22.0,4.0,16.0,38
0.27,0.182,240.13,1.0,0.0,3.5,22.0,9.0,4.0,48
0.226,0.0,243.91,0.0,0.0,3.7666666666666666,3.0,3.0,14.0,29
1.438,0.208,238.19,0.0,13.0,10.966666666666665,9.0,2.0,7.0,50
1.396,0.078,238.58,0.0,18.0,4.266666666666666,6.0,3.0,8.0,54
1.556,0.362,239.72,1.0,1.0,20.05,7.0,2.0,10.0,29
0.202,0.0,239.87,0.0,0.0,3.3666666666666667,11.0,1.0,9.0,59
0.414,0.362,240.2,1.0,1.0,4.9,20.0,9.0,22.0,14
0.154,0.13,244.25,0.0,0.0,2.566666666666667,8.0,6.0,23.0,7
0.436,0.176,245.5,0.0,1.0,6.266666666666667,18.0,2.0,2.0,54
2.024,0.072,239.1,0.0,18.0,15.733333333333334,11.0,10.0,11.0,56
0.244,0.0,246.07,0.0,0.0,4.066666666666666,13.0,12.0,7.0,28
0.346,0.114,241.34,0.0,0.0,5.766666666666667,5.0,2.0,8.0,28
0.356,0.224,243.32,2.0,0.0,3.9333333333333336,7.0,4.0,7.0,26
1.352,0.07,239.75,1.0,19.0,2.533333333333335,30.0,9.0,8.0,29
0.324,0.124,243.93,1.0,0.0,4.4,14.0,2.0,3.0,14
0.224,0.0,244.12,0.0,0.0,3.7333333333333334,26.0,11.0,16.0,3
0.424,0.204,242.86,0.0,1.0,6.066666666666666,13.0,5.0,9.0,4
3.3529999999999998,0.27,233.14999999999998,5.0,16.0,20.05,22.0,2.0,18.0,52
2.084,0.408,235.59,2.0,29.0,3.7333333333333343,18.0,6.0,10.0,8
1.42,0.084,244.54,1.0,19.0,3.666666666666668,2.0,4.0,9.0,58
0.312,0.1,238.64,0.0,0.0,5.2,26.0,2.0,17.0,59
0.184,0.0,240.61,0.0,0.0,3.066666666666667,31.0,7.0,3.0,53
1.638,0.36,241.42,0.0,18.0,9.3,30.0,8.0,13.0,16
0.294,0.104,243.69,0.0,0.0,4.9,24.0,2.0,4.0,46
1.684,0.352,239.21,1.0,17.0,10.066666666666666,23.0,9.0,17.0,40
2.42,0.41300000000000003,241.38,0.0,18.0,20.05,2.0,4.0,16.0,3
0.246,0.058,243.49,0.0,1.0,3.0999999999999996,10.0,6.0,5.0,8
0.454,0.248,245.16,1.0,0.0,6.566666666666666,3.0,10.0,3.0,18
3.162,0.184,236.52,5.0,17.0,12.700000000000003,3.0,5.0,7.0,32
1.44,0.0,242.89,0.0,18.0,6.0,18.0,4.0,14.0,35
0.296,0.126,239.72,0.0,0.0,4.933333333333334,19.0,1.0,11.0,37
1.576,0.06,240.2,0.0,19.0,7.266666666666666,22.0,5.0,15.0,10
1.844,0.0,243.03,1.0,19.0,10.733333333333334,2.0,10.0,15.0,48
1.306,0.072,237.84,1.0,0.0,20.05,3.0,6.0,10.0,52
0.222,0.104,234.61,0.0,0.0,3.7,5.0,8.0,10.0,47
1.4,0.066,241.49,0.0,18.0,5.333333333333332,24.0,2.0,16.0,32
0.318,0.11,244.65,1.0,0.0,4.3,15.0,1.0,3.0,18
0.356,0.16,242.55,1.0,0.0,4.933333333333334,10.0,8.0,17.0,1
0.22,0.078,239.94,0.0,0.0,3.6666666666666665,7.0,4.0,13.0,36
1.042,0.298,243.35,1.0,1.0,15.366666666666667,30.0,6.0,21.0,28
1.782,0.214,242.19,1.0,18.0,10.7,3.0,9.0,7.0,44
0.344,0.246,233.14999999999998,1.0,0.0,4.733333333333333,5.0,12.0,0.0,42
0.334,0.106,243.04,0.0,0.0,5.566666666666666,16.0,11.0,5.0,16
2.352,0.132,236.71,1.0,0.0,20.05,17.0,2.0,19.0,17
1.396,0.046,241.58,0.0,18.0,5.266666666666666,18.0,1.0,13.0,10
1.414,0.106,240.83,0.0,18.0,4.566666666666666,13.0,12.0,9.0,25
2.272,0.0,236.4,0.0,17.0,20.05,13.0,8.0,23.0,56
0.198,0.148,243.75,0.0,0.0,3.3,18.0,6.0,14.0,48
2.226,0.062,239.49,0.0,18.0,18.1,30.0,4.0,1.0,53
1.934,0.086,235.92,0.0,17.0,15.233333333333334,9.0,9.0,20.0,42
2.994,0.116,237.5,0.0,18.0,20.05,26.0,3.0,21.0,11
0.768,0.242,246.45,2.0,0.0,10.8,17.0,11.0,15.0,1
0.422,0.098,240.67,0.0,1.0,6.033333333333333,5.0,12.0,3.0,52
1.504,0.142,245.49,0.0,19.0,6.066666666666666,28.0,1.0,11.0,40
0.41,0.24,237.42,1.0,0.0,5.833333333333333,29.0,3.0,14.0,41
0.272,0.108,243.5,0.0,1.0,3.533333333333333,6.0,7.0,16.0,30
1.578,0.09,234.45,5.0,0.0,3.3000000000000007,18.0,5.0,18.0,1
1.67,0.316,236.8,1.0,17.0,9.833333333333332,14.0,11.0,13.0,53
0.25,0.048,244.17,0.0,1.0,3.166666666666667,19.0,4.0,23.0,41
1.446,0.1,244.93,0.0,18.0,6.100000000000001,24.0,2.0,2.0,28
2.176,0.09,237.52,0.0,0.0,20.05,11.0,12.0,20.0,9
2.312,0.348,241.48,1.0,30.0,7.533333333333331,19.0,6.0,13.0,50
0.294,0.08,243.81,0.0,0.0,4.9,2.0,11.0,4.0,12
0.268,0.19,242.5,0.0,1.0,3.466666666666667,8.0,2.0,15.0,51
1.734,0.202,243.65,0.0,0.0,20.05,16.0,12.0,19.0,38
0.21,0.0,246.01,0.0,0.0,3.5,29.0,12.0,13.0,23
0.476,0.21,238.77,1.0,0.0,6.933333333333334,15.0,7.0,10.0,52
0.248,0.26,242.2,0.0,1.0,3.1333333333333337,19.0,8.0,13.0,24
0.266,0.0,242.4,0.0,0.0,4.433333333333334,4.0,6.0,1.0,46
0.4,0.204,244.8,1.0,1.0,4.666666666666667,12.0,12.0,10.0,36
0.518,0.054,244.04,0.0,0.0,8.633333333333333,21.0,12.0,9.0,51
1.59,0.13,245.46,0.0,19.0,7.5,15.0,1.0,16.0,18
0.246,0.0,239.72,0.0,1.0,3.0999999999999996,30.0,4.0,20.0,33
1.524,0.084,241.19,0.0,19.0,6.399999999999999,28.0,11.0,6.0,50
3.3529999999999998,0.15,234.48,5.0,17.0,7.899999999999999,22.0,4.0,16.0,4
1.802,0.106,241.24,1.0,19.0,8.033333333333335,3.0,9.0,7.0,52
2.212,0.11,238.55,5.0,0.0,2.866666666666667,19.0,11.0,15.0,21
0.37,0.088,241.76,1.0,0.0,5.166666666666667,3.0,6.0,22.0,31
0.252,0.258,241.21,0.0,0.0,4.2,15.0,8.0,14.0,0
0.082,0.0,242.31,0.0,1.0,0.3666666666666667,24.0,8.0,1.0,44
1.512,0.226,239.78,1.0,18.0,6.199999999999999,20.0,9.0,12.0,13
1.288,0.06,237.58,0.0,18.0,3.466666666666665,21.0,6.0,7.0,57
0.188,0.058,239.94,0.0,1.0,2.1333333333333333,22.0,6.0,3.0,47
1.546,0.0,239.85,0.0,1.0,20.05,12.0,3.0,19.0,24
1.582,0.066,243.88,0.0,19.0,7.366666666666667,29.0,3.0,13.0,25
0.506,0.238,239.96,1.0,1.0,6.433333333333334,7.0,4.0,9.0,45
1.674,0.412,239.16,2.0,0.0,20.05,18.0,7.0,22.0,26
1.448,0.21,237.84,2.0,18.0,4.133333333333333,24.0,4.0,8.0,5
2.474,0.212,239.97,2.0,19.0,20.05,20.0,2.0,19.0,31
1.788,0.0,243.32,3.0,19.0,7.800000000000001,29.0,1.0,16.0,50
0.182,0.0,238.91,0.0,0.0,3.033333333333333,7.0,12.0,10.0,39
2.628,0.252,236.9,0.0,17.0,20.05,19.0,1.0,21.0,20
1.452,0.194,240.48,1.0,1.0,20.05,30.0,11.0,20.0,19
0.452,0.232,241.42,2.0,0.0,5.533333333333333,10.0,12.0,0.0,44
0.228,0.126,238.34,0.0,0.0,3.8,28.0,7.0,4.0,45
0.268,0.0,238.84,0.0,1.0,3.466666666666667,4.0,9.0,19.0,0
0.378,0.074,244.36,0.0,0.0,6.3,21.0,2.0,4.0,47
0.378,0.16,243.06,2.0,0.0,4.3,17.0,2.0,1.0,17
0.524,0.128,246.8,0.0,0.0,8.733333333333333,16.0,5.0,16.0,16
0.228,0.096,238.13,0.0,1.0,2.8,15.0,5.0,5.0,34
0.202,0.0,242.9,0.0,1.0,2.3666666666666667,18.0,9.0,0.0,23
0.744,0.084,248.48,0.0,1.0,11.4,29.0,10.0,12.0,39
0.336,0.246,240.73,1.0,1.0,3.5999999999999996,28.0,7.0,17.0,13
0.286,0.102,238.97,1.0,1.0,2.7666666666666666,7.0,2.0,11.0,15
1.766,0.096,240.02,2.0,18.0,9.433333333333334,4.0,3.0,20.0,21
0.108,0.0,236.3,0.0,0.0,1.8,26.0,4.0,6.0,10
0.262,0.058,243.4,0.0,0.0,4.366666666666666,20.0,4.0,20.0,21
2.596,0.086,237.44,0.0,18.0,20.05,11.0,8.0,7.0,17
0.404,0.382,244.63,1.0,1.0,4.733333333333333,28.0,8.0,23.0,15
1.552,0.294,239.72,2.0,18.0,5.866666666666667,26.0,11.0,11.0,53
0.804,0.08,238.41,0.0,12.0,1.4000000000000004,9.0,10.0,1.0,6
0.348,0.094,241.87,0.0,0.0,5.8,25.0,10.0,13.0,21
0.45,0.246,244.58,2.0,1.0,4.5,21.0,4.0,2.0,3
0.236,0.088,244.47,1.0,1.0,1.9333333333333331,20.0,9.0,0.0,31
0.59,0.266,241.26,1.0,1.0,7.833333333333334,17.0,4.0,13.0,47
0.326,0.114,238.66,0.0,0.0,5.433333333333334,27.0,6.0,9.0,24
2.344,0.198,238.78,0.0,17.0,20.05,29.0,12.0,22.0,8
2.494,0.066,239.03,0.0,19.0,20.05,17.0,5.0,23.0,45
2.338,0.074,242.0,5.0,18.0,6.966666666666669,25.0,10.0,13.0,18
2.51,0.376,239.01,5.0,0.0,8.833333333333336,17.0,9.0,17.0,25
1.162,0.106,242.14,1.0,1.0,17.366666666666667,17.0,9.0,20.0,28
0.766,0.154,240.79,0.0,1.0,11.766666666666667,7.0,1.0,23.0,15
0.37,0.126,247.72,0.0,0.0,6.166666666666667,29.0,10.0,4.0,4
1.544,0.114,244.63,0.0,19.0,6.733333333333334,19.0,1.0,14.0,4
0.226,0.052,245.41,0.0,0.0,3.7666666666666666,26.0,3.0,2.0,54
1.34,0.0,241.41,0.0,18.0,4.333333333333332,28.0,3.0,10.0,37
0.154,0.0,240.44,0.0,1.0,1.5666666666666669,29.0,7.0,2.0,19
0.152,0.0,241.81,0.0,0.0,2.533333333333333,18.0,4.0,15.0,24
1.48,0.0,241.71,0.0,18.0,6.666666666666668,25.0,10.0,14.0,15
1.17,0.0,240.41,0.0,18.0,1.5,19.0,8.0,7.0,29
1.848,0.0,238.24,0.0,1.0,20.05,14.0,9.0,21.0,14
0.236,0.112,241.92,0.0,0.0,3.933333333333333,29.0,9.0,2.0,11
0.502,0.256,248.28,0.0,1.0,7.366666666666667,12.0,4.0,4.0,25
0.342,0.274,233.14999999999998,1.0,0.0,4.7,18.0,7.0,16.0,20
3.3529999999999998,0.168,236.37,5.0,17.0,9.733333333333334,3.0,5.0,7.0,31
0.328,0.0,240.42,0.0,0.0,5.466666666666667,18.0,7.0,20.0,55
3.3529999999999998,0.0,233.14999999999998,0.0,27.0,20.05,18.0,10.0,19.0,15
1.366,0.048,240.04,0.0,18.0,4.766666666666666,5.0,8.0,9.0,28
0.318,0.104,241.04,0.0,1.0,4.3,6.0,10.0,4.0,41
1.842,0.07,241.06,0.0,19.0,11.7,22.0,11.0,0.0,48
0.312,0.244,242.3,0.0,1.0,4.2,8.0,8.0,15.0,9
2.398,0.05,237.5,0.0,17.0,20.05,26.0,10.0,8.0,36
2.08,0.28,237.25,0.0,29.0,5.666666666666664,27.0,6.0,9.0,5
0.582,0.0,241.18,0.0,1.0,8.7,18.0,5.0,17.0,52
0.536,0.098,240.82,0.0,1.0,7.933333333333334,3.0,6.0,18.0,26
0.264,0.0,242.81,0.0,0.0,4.4,22.0,3.0,3.0,53
0.3,0.088,243.61,1.0,0.0,4.0,4.0,8.0,16.0,2
0.754,0.266,242.1,0.0,0.0,12.566666666666666,4.0,7.0,19.0,53
0.206,0.0,242.31,0.0,1.0,2.433333333333333,29.0,5.0,5.0,3
1.298,0.052,241.13,0.0,19.0,2.633333333333333,16.0,9.0,8.0,36
2.022,0.214,238.76,0.0,27.0,6.699999999999996,23.0,8.0,7.0,20
1.53,0.29,244.9,0.0,18.0,7.5,17.0,3.0,13.0,2
2.192,0.41300000000000003,239.16,1.0,29.0,6.533333333333331,29.0,4.0,10.0,15
0.318,0.1,241.91,1.0,1.0,3.3,5.0,1.0,12.0,46
0.492,0.084,241.96,0.0,0.0,8.2,21.0,3.0,15.0,39
3.108,0.252,244.52,1.0,19.0,20.05,19.0,12.0,8.0,19
1.868,0.41300000000000003,237.39,1.0,18.0,10.133333333333333,4.0,12.0,19.0,23
1.22,0.298,236.29,1.0,0.0,19.333333333333332,3.0,12.0,18.0,56
0.478,0.252,246.37,1.0,1.0,5.966666666666667,3.0,8.0,6.0,2
1.41,0.116,237.46,0.0,18.0,5.5,16.0,8.0,1.0,11
1.532,0.27,242.12,1.0,18.0,6.533333333333335,7.0,4.0,23.0,18
0.324,0.086,246.84,0.0,1.0,4.4,29.0,11.0,6.0,42
3.026,0.0,239.78,0.0,18.0,20.05,30.0,4.0,22.0,39
1.378,0.102,238.85,0.0,18.0,4.966666666666665,14.0,3.0,10.0,6
0.42,0.198,240.49,0.0,1.0,6.0,10.0,12.0,5.0,39
0.252,0.12,242.36,1.0,1.0,2.2,7.0,11.0,2.0,46
1.586,0.0,240.13,0.0,18.0,8.433333333333334,10.0,6.0,6.0,53
0.674,0.0,238.04,0.0,1.0,10.233333333333333,11.0,2.0,11.0,16
1.992,0.128,243.12,0.0,19.0,14.200000000000003,13.0,9.0,23.0,5
0.576,0.25,240.32,0.0,0.0,9.6,23.0,9.0,14.0,16
0.326,0.104,243.76,0.0,1.0,4.433333333333334,28.0,11.0,5.0,30
0.204,0.0,242.28,0.0,0.0,3.4,11.0,3.0,2.0,54
1.676,0.212,240.09,0.0,19.0,8.933333333333334,18.0,5.0,10.0,9
0.31,0.058,239.95,0.0,0.0,5.166666666666667,26.0,10.0,5.0,35
2.978,0.088,238.41,0.0,17.0,20.05,12.0,10.0,20.0,53
0.266,0.1,244.0,1.0,0.0,3.4333333333333336,9.0,4.0,3.0,26
1.348,0.09,240.01,0.0,18.0,3.466666666666665,18.0,9.0,8.0,44
0.326,0.112,239.81,1.0,0.0,4.433333333333334,7.0,12.0,11.0,17
2.032,0.25,241.54,1.0,30.0,2.866666666666667,16.0,9.0,23.0,13
0.646,0.048,245.48,0.0,0.0,10.766666666666667,23.0,12.0,3.0,18
0.14,0.0,242.98,0.0,1.0,1.3333333333333335,17.0,6.0,6.0,9
0.394,0.352,239.88,1.0,0.0,5.566666666666666,15.0,5.0,4.0,40
3.3529999999999998,0.136,239.56,0.0,18.0,9.299999999999997,3.0,1.0,9.0,59
0.216,0.0,247.94,0.0,0.0,3.6,2.0,7.0,2.0,32
3.3529999999999998,0.07,237.38,0.0,17.0,20.05,11.0,12.0,8.0,25
1.758,0.084,242.98,2.0,18.0,9.3,2.0,5.0,16.0,46
2.522,0.0,238.81,0.0,0.0,20.05,15.0,9.0,21.0,10
2.854,0.0,239.13,0.0,18.0,20.05,14.0,3.0,20.0,3
0.828,0.16,242.95,0.0,11.0,2.8000000000000007,27.0,11.0,2.0,9
0.33,0.232,240.42,1.0,1.0,3.5,6.0,2.0,3.0,51
0.194,0.122,235.6,0.0,0.0,3.2333333333333334,8.0,5.0,22.0,14
2.154,0.212,240.37,5.0,18.0,12.899999999999999,3.0,11.0,18.0,14
0.356,0.1,243.51,0.0,0.0,5.933333333333334,26.0,9.0,23.0,35
1.06,0.0,238.77,0.0,1.0,16.666666666666668,20.0,11.0,18.0,24
0.354,0.0,241.73,0.0,0.0,5.9,15.0,9.0,2.0,31
0.36,0.08,240.59,1.0,0.0,5.0,31.0,3.0,4.0,17
1.37,0.16,238.47,1.0,18.0,3.833333333333332,6.0,2.0,8.0,57
0.292,0.078,247.99,0.0,0.0,4.866666666666666,20.0,12.0,3.0,41
1.482,0.052,246.04,2.0,19.0,3.6999999999999993,25.0,3.0,12.0,37
0.236,0.0,243.77,0.0,0.0,3.933333333333333,29.0,12.0,23.0,56
0.218,0.0,245.36,0.0,0.0,3.6333333333333333,19.0,3.0,5.0,8
0.288,0.098,242.59,0.0,1.0,3.8,6.0,2.0,5.0,48
1.962,0.174,239.03,0.0,18.0,14.700000000000003,3.0,8.0,18.0,37
0.854,0.0,239.33,0.0,0.0,14.233333333333333,16.0,2.0,12.0,7
1.278,0.054,237.45,0.0,18.0,3.3000000000000007,24.0,10.0,9.0,25
2.47,0.116,238.18,5.0,0.0,4.166666666666664,26.0,9.0,15.0,23
1.232,0.0,239.69,0.0,18.0,2.533333333333335,9.0,1.0,16.0,5
0.43,0.058,243.25,1.0,0.0,6.166666666666667,3.0,4.0,12.0,23
1.404,0.202,237.91,0.0,18.0,5.399999999999999,14.0,5.0,10.0,16
1.282,0.1,238.79,1.0,18.0,2.366666666666667,16.0,7.0,1.0,42
0.394,0.092,241.01,0.0,1.0,5.566666666666666,16.0,4.0,6.0,45
0.324,0.102,239.97,2.0,1.0,2.4000000000000004,3.0,2.0,18.0,52
0.302,0.0,234.09,0.0,0.0,5.033333333333333,24.0,7.0,7.0,15
0.308,0.24,239.39,1.0,1.0,3.1333333333333337,21.0,6.0,2.0,46
0.674,0.204,244.09,0.0,0.0,11.233333333333333,29.0,4.0,15.0,13
0.204,0.122,242.65,1.0,1.0,1.4,13.0,7.0,3.0,15
0.286,0.0,244.66,0.0,1.0,3.7666666666666666,30.0,9.0,23.0,53
1.27,0.144,240.6,1.0,1.0,19.166666666666668,6.0,1.0,17.0,46
2.362,0.196,233.19,1.0,17.0,20.05,5.0,6.0,23.0,13
1.776,0.41300000000000003,241.65,1.0,13.0,15.600000000000001,28.0,6.0,21.0,8
0.476,0.244,243.01,2.0,1.0,4.933333333333334,29.0,11.0,23.0,1
0.38,0.09,236.5,0.0,0.0,6.333333333333333,15.0,5.0,15.0,32
1.644,0.056,239.78,0.0,17.0,10.399999999999999,12.0,1.0,8.0,10
0.438,0.278,241.71,1.0,0.0,6.3,2.0,2.0,16.0,22
0.352,0.076,242.12,0.0,0.0,5.866666666666666,24.0,1.0,13.0,51
0.676,0.0,244.79,0.0,0.0,11.266666666666667,13.0,11.0,0.0,10
0.576,0.21,240.63,0.0,5.0,4.6,24.0,6.0,11.0,5
0.564,0.224,244.58,0.0,0.0,9.4,24.0,6.0,19.0,58
0.252,0.124,240.76,1.0,0.0,2.2,25.0,8.0,1.0,15
1.55,0.24,246.44,1.0,19.0,5.833333333333332,18.0,2.0,12.0,36
1.26,0.252,233.63,0.0,0.0,20.05,6.0,3.0,19.0,20
0.322,0.102,244.09,2.0,0.0,3.3666666666666663,20.0,1.0,3.0,34
1.402,0.054,239.36,0.0,18.0,5.366666666666667,17.0,9.0,17.0,34
2.464,0.122,240.42,0.0,0.0,20.05,1.0,1.0,7.0,21
1.318,0.128,238.11,0.0,0.0,20.05,14.0,11.0,20.0,33
0.438,0.086,241.73,0.0,0.0,7.3,9.0,8.0,15.0,35
1.456,0.082,242.4,1.0,18.0,4.266666666666666,14.0,3.0,9.0,21
0.362,0.268,241.27,0.0,0.0,6.033333333333333,7.0,11.0,19.0,55
1.334,0.0,238.59,0.0,17.0,5.233333333333334,29.0,1.0,8.0,19
0.252,0.092,243.57,2.0,1.0,1.2000000000000002,15.0,9.0,0.0,45
1.422,0.062,241.36,0.0,0.0,20.05,25.0,1.0,21.0,23
0.278,0.048,248.75,0.0,0.0,4.633333333333334,1.0,8.0,5.0,17
0.438,0.0,241.05,0.0,0.0,7.3,4.0,8.0,8.0,55
0.376,0.168,240.09,0.0,0.0,6.266666666666667,1.0,8.0,12.0,25
2.866,0.074,237.2,0.0,17.0,20.05,30.0,11.0,18.0,15
0.296,0.25,241.57,1.0,1.0,2.9333333333333336,24.0,7.0,12.0,36
0.212,0.13,240.81,0.0,0.0,3.533333333333333,13.0,6.0,2.0,1
0.084,0.0,243.77,0.0,1.0,0.3999999999999999,25.0,8.0,1.0,8
0.284,0.0,240.99,0.0,0.0,4.733333333333333,28.0,9.0,18.0,44
1.368,0.164,233.14999999999998,0.0,16.0,6.800000000000001,24.0,7.0,19.0,26
2.566,0.054,242.12,0.0,18.0,20.05,16.0,12.0,13.0,49
1.736,0.046,241.06,0.0,18.0,10.933333333333334,2.0,2.0,22.0,56
2.178,0.318,233.8,5.0,0.0,9.299999999999997,14.0,1.0,12.0,0
0.69,0.238,244.14,2.0,1.0,8.5,29.0,6.0,18.0,14
1.488,0.256,243.52,1.0,18.0,5.800000000000001,21.0,12.0,1.0,14
0.468,0.19,243.37,0.0,0.0,7.8,14.0,11.0,0.0,26
3.3529999999999998,0.26,233.14999999999998,1.0,16.0,20.05,13.0,1.0,21.0,47
0.308,0.098,240.08,0.0,0.0,5.133333333333334,4.0,5.0,3.0,42
2.486,0.41300000000000003,236.8,0.0,17.0,15.43333333333333,3.0,8.0,11.0,18
1.34,0.0,237.8,0.0,0.0,20.05,22.0,1.0,17.0,34
0.176,0.15,240.08,0.0,0.0,2.933333333333333,30.0,8.0,22.0,0
0.538,0.094,240.86,0.0,0.0,8.966666666666667,13.0,3.0,21.0,17
0.966,0.358,243.35,1.0,1.0,14.100000000000001,13.0,5.0,23.0,21
0.376,0.228,240.93,2.0,0.0,4.266666666666667,6.0,10.0,14.0,50
1.962,0.06,241.01,0.0,19.0,13.700000000000003,2.0,8.0,8.0,45
1.562,0.166,241.21,2.0,18.0,6.033333333333335,14.0,2.0,12.0,46
1.016,0.336,239.1,1.0,0.0,15.933333333333334,9.0,2.0,10.0,17
0.832,0.208,239.16,1.0,0.0,12.866666666666667,17.0,8.0,5.0,55
0.4,0.046,241.1,0.0,0.0,6.666666666666667,10.0,3.0,20.0,17
1.804,0.138,242.07,0.0,19.0,11.066666666666666,2.0,2.0,18.0,48
1.488,0.08,240.13,0.0,19.0,5.800000000000001,28.0,11.0,6.0,53
2.954,0.218,236.86,0.0,0.0,12.233333333333334,2.0,12.0,22.0,10
0.578,0.0,240.49,0.0,0.0,9.633333333333333,19.0,1.0,1.0,32
0.974,0.0,243.88,0.0,1.0,15.233333333333334,23.0,9.0,22.0,39
0.13,0.0,242.01,0.0,0.0,2.1666666666666665,7.0,12.0,7.0,23
0.464,0.0,243.71,0.0,5.0,2.7333333333333334,2.0,8.0,6.0,19
0.224,0.0,242.52,0.0,0.0,3.7333333333333334,11.0,9.0,3.0,47
2.352,0.214,240.59,0.0,18.0,20.05,1.0,12.0,9.0,3
1.894,0.246,235.34,0.0,28.0,3.5666666666666664,27.0,7.0,15.0,17
0.174,0.0,243.52,0.0,1.0,1.9,17.0,8.0,4.0,45
0.272,0.122,243.87,0.0,1.0,3.533333333333333,21.0,9.0,16.0,56
1.338,0.058,239.2,0.0,18.0,4.300000000000001,2.0,6.0,8.0,53
2.038,0.154,240.08,0.0,19.0,14.966666666666661,21.0,10.0,8.0,3
2.23,0.06,240.49,0.0,18.0,18.166666666666664,22.0,6.0,22.0,35
2.618,0.132,237.25,0.0,18.0,20.05,24.0,10.0,19.0,48
0.394,0.0,246.54,0.0,0.0,6.566666666666666,20.0,2.0,2.0,24
1.556,0.184,245.8,0.0,19.0,6.933333333333334,1.0,6.0,13.0,24
1.732,0.41300000000000003,241.44,1.0,1.0,20.05,28.0,10.0,12.0,19
1.216,0.0,240.68,0.0,19.0,1.2666666666666657,26.0,9.0,10.0,48
